Rank,Company Name,Total Jobs,Categories,Signal Strength,Sample Roles,Data Sources,Last Updated
567,AWS,2,"saas_security, sspm, saas_compliance",Medium,SaaS Risk Analyst; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
568,Intercom,4,saas_security,Medium,Cloud Security Engineer; AI Compliance Engineer; SaaS Security Consultant; SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
569,Zscaler,1,"saas_security, ai_agent_security, saas_compliance",Medium,GenAI Security Specialist,Indeed,2025-12-01 22:02:58
570,Heroku Ltd,4,"saas_compliance, ai_compliance",High,Cloud Security Engineer; SSPM Engineer; SaaS Security Engineer; AI Security Engineer,Indeed,2025-12-01 22:02:58
571,Google,5,"saas_compliance, saas_security, ai_agent_security",High,SaaS Security Engineer; SaaS Compliance Manager; GenAI Security Specialist; SaaS Governance Analyst; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
572,Confluent,2,"saas_security, saas_compliance, ai_compliance",Medium,AI Compliance Engineer; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
573,CircleCI,2,saas_security,Medium,SSPM Engineer; Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
574,Twilio,3,"ai_agent_security, saas_compliance, saas_security",Medium,SaaS Compliance Manager; AI Compliance Engineer; SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
575,Marketo,4,"saas_compliance, ai_compliance, ai_agent_security",High,GenAI Security Specialist; SaaS Security Engineer; SaaS Governance Analyst; Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
576,GitHub,2,"sspm, ai_agent_security, saas_security",Medium,Cloud Security Engineer; Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
577,Heroku,3,"sspm, saas_compliance, saas_security",Medium,SaaS Security Consultant; SSPM Engineer; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
578,ServiceNow Corp,5,saas_security,High,AI Security Engineer; SaaS Compliance Manager; SaaS Security Posture Manager; SaaS Security Analyst; SaaS Security Engineer,LinkedIn,2025-12-01 22:02:58
579,Salesforce ,1,"sspm, saas_security, ai_compliance",Medium,Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
580,Netlify,2,"ai_agent_security, saas_security, saas_compliance",Medium,SaaS Security Posture Manager; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
581,Jenkins,1,"saas_security, saas_compliance",Medium,GenAI Security Specialist,Indeed,2025-12-01 22:02:58
582,Heroku,4,sspm,Medium,AI Security Engineer; SSPM Engineer; SaaS Security Posture Manager; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
583,Confluent,3,"sspm, ai_agent_security",Medium,SSPM Engineer; Cloud Security Engineer; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
584,Sprout Social,4,saas_security,Medium,SaaS Security Analyst; Security Engineer - SaaS; SaaS Security Posture Manager; SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
585,Zendesk,4,"ai_agent_security, saas_compliance, saas_security",High,AI Compliance Engineer; SaaS Governance Analyst; Cloud Security Engineer; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
586,Zscaler Corp,2,"ai_compliance, ai_agent_security",Medium,SaaS Risk Analyst; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
587,Qualys Ltd,2,"saas_security, ai_compliance, sspm",Medium,Cloud Security Architect; GenAI Security Specialist,Indeed,2025-12-01 22:02:58
588,GitLab Ltd,4,"ai_compliance, saas_security",High,SSPM Engineer; Cloud Security Architect; Security Engineer - SaaS; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
589,OneLogin,4,"sspm, ai_compliance",High,SaaS Compliance Manager; SaaS Security Posture Manager; AI Security Engineer; GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
590,Proofpoint,2,"saas_compliance, sspm, saas_security",Medium,AI Compliance Engineer; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
591,Google LLC,5,sspm,High,AI Security Engineer; Cloud Security Architect; AI Compliance Engineer; SaaS Compliance Manager; GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
592,Heroku Inc,2,"saas_compliance, sspm, ai_compliance",Medium,SaaS Security Posture Manager; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
593,Calendly,1,"saas_compliance, ai_compliance",Medium,SaaS Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
594,Trello,4,"saas_compliance, ai_compliance, ai_agent_security",High,GenAI Security Specialist; AI Security Engineer; Security Engineer - SaaS; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
595,Zendesk,3,"saas_security, sspm",Medium,Security Engineer - SaaS; GenAI Security Specialist; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
596,Ping Identity,3,sspm,Medium,SaaS Security Consultant; Security Engineer - SaaS; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
597,CyberArk,4,"ai_agent_security, ai_compliance, saas_security",High,SaaS Security Posture Manager; SaaS Governance Analyst; GenAI Security Specialist; SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
598,Dropbox Ltd,3,"ai_compliance, saas_compliance",Medium,Cloud Security Architect; AI Compliance Engineer; AI Security Engineer,Indeed,2025-12-01 22:02:58
599,ForgeRock Inc,4,"ai_agent_security, ai_compliance",High,SaaS Security Posture Manager; AI Security Engineer; GenAI Security Specialist; Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
600,SendGrid,1,"sspm, saas_security, ai_compliance",Medium,AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
601,Workday,4,saas_compliance,Medium,SaaS Security Posture Manager; SaaS Security Analyst; SSPM Engineer; AI Security Engineer,Indeed,2025-12-01 22:02:58
602,Rapid7 LLC,1,"saas_compliance, ai_agent_security",Medium,SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
603,GitLab CI,1,saas_security,Low,SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
604,Vercel,1,"saas_compliance, ai_agent_security, ai_compliance",Medium,AI Security Engineer,LinkedIn,2025-12-01 22:02:58
605,Zscaler,2,"ai_compliance, sspm, saas_security",Medium,Cloud Security Engineer; SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
606,Fortinet LLC,2,"sspm, saas_compliance, ai_compliance",Medium,AI Compliance Engineer; SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
607,GitHub LLC,3,sspm,Medium,GenAI Security Specialist; SaaS Security Consultant; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
608,Confluence Ltd,2,sspm,Medium,SaaS Security Posture Manager; SaaS Security Analyst,Indeed,2025-12-01 22:02:58
609,Monday.com,1,sspm,Low,Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
610,McAfee,4,"ai_compliance, saas_compliance",High,AI Security Engineer; Security Engineer - SaaS; SaaS Security Consultant; SaaS Governance Analyst,Indeed,2025-12-01 22:02:58
611,IBM,5,"saas_compliance, saas_security",High,AI Compliance Engineer; Security Engineer - SaaS; SaaS Compliance Manager; AI Security Engineer; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
612,Sprout Social Corp,5,saas_compliance,High,SaaS Compliance Manager; Security Engineer - SaaS; SaaS Security Analyst; SaaS Governance Analyst; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
613,Splunk,1,"ai_agent_security, sspm",Medium,SaaS Governance Analyst,Indeed,2025-12-01 22:02:58
614,Auth0 Inc,1,ai_compliance,Low,SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
615,Fortinet,5,saas_security,High,SSPM Engineer; Cloud Security Engineer; Security Engineer - SaaS; SaaS Security Consultant; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
616,CrowdStrike,3,ai_agent_security,Medium,GenAI Security Specialist; SaaS Risk Analyst; Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
617,SquareSpace,2,"sspm, saas_security, ai_agent_security",Medium,SaaS Compliance Manager; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
618,Check Point,4,"saas_compliance, ai_agent_security, sspm",High,SSPM Engineer; Cloud Security Engineer; SaaS Security Analyst; SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
619,Rapid7 Corp,1,"ai_agent_security, sspm",Medium,SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
620,Linode Inc,3,"sspm, saas_security",Medium,SaaS Security Analyst; SaaS Compliance Manager; AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
621,Slack,5,"ai_compliance, saas_compliance",High,SaaS Security Consultant; Security Engineer - SaaS; SaaS Security Analyst; SaaS Security Posture Manager; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
622,Heroku,5,ai_compliance,High,Cloud Security Engineer; SaaS Security Analyst; AI Compliance Engineer; SaaS Security Engineer; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
623,GitHub,5,"saas_compliance, saas_security",High,Cloud Security Architect; Cloud Security Engineer; SaaS Security Posture Manager; SaaS Security Engineer; AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
624,Jira,1,"saas_compliance, sspm, ai_agent_security",Medium,Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
625,DigitalOcean,2,"ai_agent_security, saas_compliance, saas_security",Medium,Cloud Security Engineer; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
626,Barracuda,1,"ai_compliance, saas_compliance, saas_security",Medium,SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
627,Splunk,4,"saas_security, ai_compliance",High,Security Engineer - SaaS; SSPM Engineer; GenAI Security Specialist; SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
628,DocuSign,1,"sspm, ai_compliance, saas_security",Medium,SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
629,Basecamp,2,"sspm, saas_security",Medium,AI Security Engineer; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
630,Symantec,1,saas_compliance,Low,SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
631,Zoom,1,"sspm, ai_compliance, ai_agent_security",Medium,AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
632,Snowflake,1,"sspm, saas_compliance, saas_security",Medium,SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
633,Monday.com,5,"sspm, saas_compliance, saas_security",High,SaaS Compliance Manager; AI Security Engineer; Cloud Security Architect; SaaS Security Engineer; AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
634,New Relic,1,"ai_agent_security, sspm",Medium,GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
635,Oracle,4,"saas_compliance, ai_compliance, ai_agent_security",High,Cloud Security Architect; SaaS Security Consultant; AI Compliance Engineer; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
636,Confluent LLC,4,ai_agent_security,Medium,SaaS Security Consultant; SaaS Security Posture Manager; SaaS Compliance Manager; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
637,Duo Security,5,ai_compliance,High,SaaS Security Posture Manager; AI Security Engineer; GenAI Security Specialist; AI Compliance Engineer; Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
638,Hootsuite Corp,4,saas_security,Medium,AI Security Engineer; Cloud Security Engineer; SaaS Governance Analyst; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
639,Tableau,4,"saas_compliance, ai_compliance",High,SaaS Risk Analyst; SaaS Compliance Manager; SaaS Governance Analyst; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
640,Fastly Ltd,5,"ai_compliance, saas_security",High,GenAI Security Specialist; SaaS Security Analyst; SSPM Engineer; AI Security Engineer; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
641,Hashicorp,3,ai_agent_security,Medium,SaaS Governance Analyst; Security Engineer - SaaS; AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
642,Airtable,5,saas_compliance,High,SSPM Engineer; Cloud Security Engineer; Security Engineer - SaaS; SaaS Compliance Manager; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
643,Sprout Social,3,"sspm, ai_agent_security",Medium,SSPM Engineer; Security Engineer - SaaS; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
644,Jira,3,ai_agent_security,Medium,SaaS Security Consultant; SaaS Compliance Manager; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
645,Monday.com,2,"ai_agent_security, ai_compliance",Medium,AI Security Engineer; SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
646,Constant Contact,2,"saas_compliance, sspm, ai_compliance",Medium,SaaS Security Consultant; Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
647,Trello Corp,1,"ai_compliance, sspm",Medium,SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
648,Azure,5,ai_compliance,High,AI Security Engineer; SaaS Governance Analyst; Security Engineer - SaaS; Cloud Security Engineer; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
649,Netlify,1,"ai_compliance, saas_compliance, sspm",Medium,SSPM Engineer,Indeed,2025-12-01 22:02:58
650,Microsoft,4,"sspm, ai_agent_security",High,GenAI Security Specialist; SaaS Security Consultant; SSPM Engineer; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
651,Basecamp,4,"sspm, ai_agent_security, saas_security",High,Security Engineer - SaaS; AI Compliance Engineer; Cloud Security Architect; SSPM Engineer,Indeed,2025-12-01 22:02:58
652,Monday.com,4,"ai_agent_security, ai_compliance",High,AI Security Engineer; Cloud Security Engineer; SaaS Governance Analyst; GenAI Security Specialist,Indeed,2025-12-01 22:02:58
653,Shopify,2,"saas_security, ai_agent_security, saas_compliance",Medium,Security Engineer - SaaS; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
654,Basecamp,1,"ai_compliance, sspm, saas_security",Medium,SaaS Governance Analyst,Indeed,2025-12-01 22:02:58
655,Jira,5,saas_security,High,AI Compliance Engineer; SaaS Compliance Manager; SaaS Governance Analyst; Cloud Security Engineer; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
656,Duo Security Inc,2,sspm,Medium,SSPM Engineer; SaaS Security Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
657,Box,3,"saas_compliance, ai_compliance",Medium,GenAI Security Specialist; AI Security Engineer; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
658,Workday,5,ai_compliance,High,SaaS Risk Analyst; AI Security Engineer; SaaS Security Analyst; Security Engineer - SaaS; GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
659,Mailchimp,4,saas_compliance,Medium,Cloud Security Architect; Security Engineer - SaaS; SSPM Engineer; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
660,Smartsheet,1,"sspm, ai_compliance",Medium,SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
661,Monday.com,2,"saas_security, ai_compliance, sspm",Medium,SaaS Risk Analyst; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
662,Cloudflare,3,saas_compliance,Medium,GenAI Security Specialist; AI Security Engineer; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
663,SquareSpace,2,saas_security,Medium,AI Compliance Engineer; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
664,Marketo Inc,5,"ai_compliance, ai_agent_security, sspm",High,AI Security Engineer; SaaS Risk Analyst; SaaS Compliance Manager; Cloud Security Engineer; SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
665,Akamai Ltd,4,"ai_compliance, saas_compliance, saas_security",High,SSPM Engineer; SaaS Security Posture Manager; AI Compliance Engineer; AI Security Engineer,Indeed,2025-12-01 22:02:58
666,Okta,1,saas_compliance,Low,SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
667,Shopify Ltd,5,"sspm, saas_security, ai_agent_security",High,SSPM Engineer; Cloud Security Architect; Security Engineer - SaaS; SaaS Risk Analyst; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
668,GCP,1,"saas_compliance, ai_agent_security",Medium,SaaS Security Analyst,Indeed,2025-12-01 22:02:58
669,Basecamp Ltd,4,"ai_compliance, saas_security, sspm",High,SSPM Engineer; SaaS Risk Analyst; Cloud Security Engineer; SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
670,Asana LLC,2,ai_compliance,Medium,SaaS Security Posture Manager; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
671,Intercom,1,"saas_compliance, ai_agent_security",Medium,SSPM Engineer,LinkedIn,2025-12-01 22:02:58
672,Vultr LLC,5,"sspm, saas_compliance, saas_security",High,Cloud Security Architect; SaaS Risk Analyst; SSPM Engineer; Cloud Security Engineer; SaaS Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
673,Check Point Ltd,4,saas_security,Medium,SaaS Security Analyst; SaaS Security Consultant; AI Security Engineer; SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
674,Confluence,3,ai_agent_security,Medium,SaaS Security Posture Manager; GenAI Security Specialist; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
675,Airtable,5,ai_compliance,High,GenAI Security Specialist; SaaS Security Posture Manager; SaaS Security Engineer; AI Security Engineer; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
676,Mailchimp,5,"ai_compliance, saas_compliance, ai_agent_security",High,SaaS Security Engineer; SSPM Engineer; AI Compliance Engineer; AI Security Engineer; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
677,Stripe Corp,2,saas_security,Medium,SaaS Security Analyst; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
678,Google,1,"sspm, saas_security",Medium,SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
679,Workday,1,"ai_compliance, ai_agent_security, sspm",Medium,AI Compliance Engineer,Indeed,2025-12-01 22:02:58
680,GCP,2,sspm,Medium,SaaS Governance Analyst; SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
681,Bitbucket,1,"saas_compliance, ai_compliance",Medium,SaaS Security Engineer,LinkedIn,2025-12-01 22:02:58
682,Box,4,"ai_agent_security, sspm, saas_security",High,GenAI Security Specialist; SSPM Engineer; SaaS Security Engineer; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
683,Trend Micro Corp,1,"ai_agent_security, ai_compliance, saas_compliance",Medium,SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
684,GitLab,1,"saas_compliance, saas_security",Medium,Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
685,CrowdStrike,4,saas_compliance,Medium,SaaS Governance Analyst; SaaS Security Consultant; GenAI Security Specialist; SaaS Security Engineer,LinkedIn,2025-12-01 22:02:58
686,Symantec,3,"sspm, ai_compliance",Medium,AI Compliance Engineer; Cloud Security Architect; AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
687,HubSpot ,3,saas_compliance,Medium,SaaS Security Consultant; SaaS Compliance Manager; AI Compliance Engineer,Indeed,2025-12-01 22:02:58
688,DigitalOcean,1,ai_agent_security,Low,SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
689,Duo Security,4,"sspm, saas_security",High,GenAI Security Specialist; SaaS Security Engineer; Cloud Security Engineer; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
690,SendGrid ,4,"saas_security, saas_compliance, ai_agent_security",High,SaaS Compliance Manager; SSPM Engineer; AI Compliance Engineer; SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
691,McAfee,2,"ai_compliance, saas_compliance",Medium,AI Security Engineer; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
692,CircleCI,1,"sspm, saas_security, ai_agent_security",Medium,Cloud Security Architect,Indeed,2025-12-01 22:02:58
693,Databricks LLC,3,saas_security,Medium,SaaS Compliance Manager; AI Compliance Engineer; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
694,MongoDB,5,"saas_security, saas_compliance",High,SaaS Security Analyst; AI Compliance Engineer; GenAI Security Specialist; SSPM Engineer; SaaS Governance Analyst,Indeed,2025-12-01 22:02:58
695,Marketo,2,"saas_compliance, ai_agent_security",Medium,Cloud Security Architect; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
696,Atlassian,4,"ai_compliance, ai_agent_security, saas_compliance",High,SaaS Security Engineer; SaaS Security Consultant; AI Compliance Engineer; SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
697,Fortinet ,3,saas_security,Medium,Security Engineer - SaaS; SaaS Security Analyst; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
698,Calendly,3,sspm,Medium,SaaS Compliance Manager; Cloud Security Architect; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
699,Tableau ,2,"sspm, ai_agent_security, saas_security",Medium,SaaS Risk Analyst; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
700,Auth0 Corp,3,"ai_compliance, saas_compliance, saas_security",Medium,SaaS Security Consultant; GenAI Security Specialist; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
701,IBM,2,saas_compliance,Medium,Cloud Security Architect; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
702,MongoDB,4,"ai_agent_security, ai_compliance",High,SSPM Engineer; SaaS Risk Analyst; SaaS Security Engineer; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
703,Elastic Inc,1,"saas_compliance, saas_security",Medium,SaaS Governance Analyst,Indeed,2025-12-01 22:02:58
704,Looker,5,"ai_compliance, ai_agent_security, sspm",High,GenAI Security Specialist; SaaS Security Consultant; SaaS Risk Analyst; AI Compliance Engineer; SaaS Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
705,Splunk Inc,3,sspm,Medium,Cloud Security Engineer; SaaS Security Analyst; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
706,Cisco,2,"saas_compliance, saas_security",Medium,SaaS Risk Analyst; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
707,Asana,5,"saas_security, ai_agent_security, saas_compliance",High,SaaS Compliance Manager; Cloud Security Engineer; SaaS Risk Analyst; AI Security Engineer; SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
708,Proofpoint Corp,2,"ai_compliance, saas_compliance, saas_security",Medium,SaaS Security Engineer; SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
709,SendGrid,2,"saas_security, saas_compliance, ai_agent_security",Medium,SaaS Security Posture Manager; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
710,Freshdesk,3,"saas_security, saas_compliance, ai_compliance",Medium,SSPM Engineer; AI Security Engineer; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
711,Dropbox,5,"sspm, saas_security",High,AI Security Engineer; SaaS Security Posture Manager; Cloud Security Architect; SaaS Risk Analyst; SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
712,Hashicorp,2,"ai_compliance, saas_compliance",Medium,GenAI Security Specialist; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
713,Palo Alto Networks Inc,1,ai_agent_security,Low,SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
714,Heroku,1,ai_agent_security,Low,SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
715,Barracuda,2,"sspm, saas_security",Medium,AI Security Engineer; SaaS Security Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
716,GitHub,1,"sspm, saas_compliance, ai_compliance",Medium,GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
717,HubSpot,2,"ai_compliance, saas_compliance",Medium,SaaS Risk Analyst; AI Security Engineer,Indeed,2025-12-01 22:02:58
718,Twilio ,4,ai_compliance,Medium,SaaS Compliance Manager; Cloud Security Engineer; AI Security Engineer; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
719,SquareSpace,5,saas_compliance,High,Cloud Security Engineer; SaaS Security Consultant; SaaS Risk Analyst; SSPM Engineer; AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
720,Hootsuite,3,"ai_compliance, ai_agent_security",Medium,SSPM Engineer; SaaS Security Consultant; GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
721,Confluence,4,saas_security,Medium,Cloud Security Architect; AI Compliance Engineer; SaaS Security Engineer; GenAI Security Specialist,Indeed,2025-12-01 22:02:58
722,Smartsheet,3,"ai_compliance, ai_agent_security",Medium,AI Security Engineer; SaaS Security Consultant; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
723,OneLogin,3,ai_compliance,Medium,SaaS Risk Analyst; SaaS Compliance Manager; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
724,Fortinet,5,"ai_agent_security, saas_security, sspm",High,SaaS Security Posture Manager; SaaS Security Consultant; AI Compliance Engineer; AI Security Engineer; SaaS Risk Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
725,Workday,5,"saas_compliance, ai_agent_security",High,AI Security Engineer; SaaS Compliance Manager; SaaS Security Posture Manager; SaaS Governance Analyst; Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
726,Intercom,3,"ai_agent_security, ai_compliance",Medium,SSPM Engineer; AI Security Engineer; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
727,Google,4,"saas_compliance, sspm",High,Security Engineer - SaaS; AI Security Engineer; SaaS Security Analyst; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
728,Confluence Corp,2,"saas_security, ai_agent_security, saas_compliance",Medium,Security Engineer - SaaS; SaaS Risk Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
729,Drift,4,"saas_security, ai_compliance, ai_agent_security",High,Security Engineer - SaaS; SaaS Risk Analyst; Cloud Security Architect; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
730,ServiceNow ,1,"saas_security, sspm, ai_compliance",Medium,Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
731,CircleCI ,5,"ai_compliance, saas_compliance, ai_agent_security",High,AI Compliance Engineer; SSPM Engineer; GenAI Security Specialist; SaaS Security Analyst; SaaS Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
732,Amazon Ltd,5,"sspm, ai_compliance, ai_agent_security",High,SaaS Governance Analyst; Cloud Security Engineer; SaaS Security Consultant; Security Engineer - SaaS; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
733,Cloudflare Inc,1,sspm,Low,AI Security Engineer,Indeed,2025-12-01 22:02:58
734,Palo Alto Networks Corp,4,"saas_compliance, ai_agent_security",High,GenAI Security Specialist; SaaS Security Analyst; AI Compliance Engineer; SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
735,Travis CI,4,"sspm, saas_compliance, ai_compliance",High,SaaS Risk Analyst; SaaS Security Consultant; SaaS Security Engineer; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
736,ServiceNow,3,sspm,Medium,SaaS Governance Analyst; AI Security Engineer; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
737,IBM,4,"sspm, ai_compliance",High,Cloud Security Architect; SaaS Compliance Manager; SaaS Security Analyst; Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
738,GitLab,5,"ai_compliance, saas_security, sspm",High,SaaS Compliance Manager; SaaS Security Consultant; Security Engineer - SaaS; GenAI Security Specialist; AI Security Engineer,Indeed,2025-12-01 22:02:58
